,DATANO,DATACD,DATANM,AREACD,AREANM,time1,time2,time3,time4,time5,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,RGN21CD,RGN21NM,change4,change1
2688,0.0,data0,Difficulties in daily life,E07000192,Cannock Chase,90.89436,99.21845,93.41851,103.1533,90.21452,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-0.6798400000000129,-12.938780000000008
2702,0.0,data0,Difficulties in daily life,E07000193,East Staffordshire,99.71768,101.6864,97.76119,101.167,99.31255,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-0.40512999999999977,-1.85445
2716,0.0,data0,Difficulties in daily life,E07000194,Lichfield,112.3147,105.8977,105.7754,101.9673,99.32701,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-12.98769,-2.640289999999993
2730,0.0,data0,Difficulties in daily life,E07000195,Newcastle-under-Lyme,94.79863,98.13909,92.7875,89.62555,95.40692,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,0.6082899999999967,5.7813699999999955
2744,0.0,data0,Difficulties in daily life,E07000196,South Staffordshire,103.1153,96.54567,85.03012,111.7702,102.0052,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-1.1101000000000028,-9.765
2758,0.0,data0,Difficulties in daily life,E07000197,Stafford,107.7434,107.8841,106.8477,99.5622,94.67845,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-13.064949999999996,-4.883750000000006
2772,0.0,data0,Difficulties in daily life,E07000198,Staffordshire Moorlands,101.1703,101.8434,103.6687,116.8417,107.0839,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,5.913600000000002,-9.757800000000003
2786,0.0,data0,Difficulties in daily life,E07000199,Tamworth,101.5314,101.2459,94.15322,102.1851,93.61228,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-7.919120000000007,-8.572820000000007
2800,0.0,data0,Difficulties in daily life,E07000200,Babergh,99.15917,98.45358,102.1423,97.08019,104.7206,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,5.561430000000001,7.640410000000003
2814,0.0,data0,Difficulties in daily life,E07000202,Ipswich,96.78429,97.24308,99.69669,93.7514,96.65686,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-0.12743000000000393,2.905459999999991
2828,0.0,data0,Difficulties in daily life,E07000203,Mid Suffolk,111.5525,98.17544,109.5651,115.5983,113.3366,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,1.7841000000000093,-2.2616999999999905
2842,0.0,data0,Difficulties in daily life,E07000207,Elmbridge,103.3587,106.3605,101.6472,114.898,108.0144,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,4.655699999999996,-6.883600000000001
2856,0.0,data0,Difficulties in daily life,E07000208,Epsom and Ewell,111.7221,114.8636,118.3487,113.4434,115.9249,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,4.202799999999996,2.481499999999997
2870,0.0,data0,Difficulties in daily life,E07000209,Guildford,97.10322,104.2181,109.9319,116.0468,107.9826,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,10.879380000000012,-8.0642
2884,0.0,data0,Difficulties in daily life,E07000210,Mole Valley,107.2143,120.3126,106.5495,123.0679,113.9767,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,6.7623999999999995,-9.0912
2898,0.0,data0,Difficulties in daily life,E07000211,Reigate and Banstead,103.7988,99.69975,104.4491,102.273,102.6462,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-1.1526000000000067,0.3731999999999971
2912,0.0,data0,Difficulties in daily life,E07000212,Runnymede,104.5608,113.343,119.2396,111.9252,110.5099,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,5.949100000000001,-1.415300000000002
2926,0.0,data0,Difficulties in daily life,E07000213,Spelthorne,110.5163,110.7902,118.4021,117.5335,115.413,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,4.896699999999996,-2.120500000000007
2940,0.0,data0,Difficulties in daily life,E07000214,Surrey Heath,104.0364,100.4386,103.3733,99.37981,88.47999,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-15.55641,-10.899820000000005
2954,0.0,data0,Difficulties in daily life,E07000215,Tandridge,109.26,107.3415,105.8494,97.88278,96.96298,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-12.297020000000003,-0.9197999999999951
2968,0.0,data0,Difficulties in daily life,E07000216,Waverley,92.27835,112.8472,111.5002,120.2699,109.3533,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,17.07495,-10.916600000000003
2982,0.0,data0,Difficulties in daily life,E07000217,Woking,105.5869,113.19,114.276,110.561,109.575,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,3.988100000000003,-0.9860000000000042
2996,0.0,data0,Difficulties in daily life,E07000218,North Warwickshire,105.1185,106.2019,95.77287,91.48957,92.89201,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-12.226489999999998,1.4024399999999986
3010,0.0,data0,Difficulties in daily life,E07000219,Nuneaton and Bedworth,96.49924,94.34973,90.49103,84.30714,92.21459,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-4.284649999999999,7.907449999999997
3024,0.0,data0,Difficulties in daily life,E07000220,Rugby,107.7267,96.80871,104.7059,97.00456,102.0473,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-5.679399999999987,5.042740000000009
3038,0.0,data0,Difficulties in daily life,E07000221,Stratford-on-Avon,102.6209,100.9038,106.8526,98.09255,96.22312,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-6.397780000000012,-1.8694300000000084
3052,0.0,data0,Difficulties in daily life,E07000222,Warwick,99.33969,107.4639,99.72201,110.0568,97.64408,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-1.695610000000002,-12.412719999999993
3066,0.0,data0,Difficulties in daily life,E07000223,Adur,88.02266,83.69838,92.55615,84.15367,97.39878,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,9.37612,13.245109999999997
3080,0.0,data0,Difficulties in daily life,E07000224,Arun,94.15491,86.92718,96.63831,95.45167,84.08248,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-10.072429999999997,-11.369189999999989
3094,0.0,data0,Difficulties in daily life,E07000225,Chichester,101.3509,98.96172,101.2812,103.4967,100.4333,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-0.9175999999999931,-3.0634000000000015
3108,0.0,data0,Difficulties in daily life,E07000226,Crawley,93.28343,98.95061,104.6546,100.7325,101.0347,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,7.751270000000005,0.30219999999999914
3122,0.0,data0,Difficulties in daily life,E07000227,Horsham,114.4516,104.3531,106.2604,110.3694,108.4419,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-6.009699999999995,-1.9274999999999949
3136,0.0,data0,Difficulties in daily life,E07000228,Mid Sussex,110.9664,108.5936,106.9103,111.8704,95.19477,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-15.771629999999988,-16.675629999999998
3150,0.0,data0,Difficulties in daily life,E07000229,Worthing,89.3287,91.17728,105.5864,101.0275,97.02901,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,7.700310000000002,-3.998490000000004
3164,0.0,data0,Difficulties in daily life,E07000234,Bromsgrove,102.7292,100.3313,106.1628,109.3498,93.99596,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-8.73324000000001,-15.353840000000005
3178,0.0,data0,Difficulties in daily life,E07000235,Malvern Hills,103.7649,103.1793,101.0036,91.25789,84.0066,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-19.75829999999999,-7.251289999999997
3192,0.0,data0,Difficulties in daily life,E07000236,Redditch,84.71324,94.65962,107.2858,103.539,93.42741,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,8.714169999999996,-10.111590000000007
3206,0.0,data0,Difficulties in daily life,E07000237,Worcester,109.7,109.4618,104.7506,98.15057,92.33319,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-17.36681,-5.81738
3220,0.0,data0,Difficulties in daily life,E07000238,Wychavon,102.5444,104.6338,113.6549,104.0475,102.7973,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,0.252900000000011,-1.2501999999999924
3234,0.0,data0,Difficulties in daily life,E07000239,Wyre Forest,102.9811,104.6567,112.9376,108.6715,87.97411,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-15.006990000000002,-20.69739
3248,0.0,data0,Difficulties in daily life,E07000240,St Albans,106.5279,111.6279,113.4178,111.5324,109.3129,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,2.7849999999999966,-2.2194999999999965
3262,0.0,data0,Difficulties in daily life,E07000241,Welwyn Hatfield,114.7049,112.5931,108.9531,106.0896,102.4355,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-12.26939999999999,-3.6540999999999997
3276,0.0,data0,Difficulties in daily life,E07000242,East Hertfordshire,109.734,103.5925,101.6251,108.9396,96.67102,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-13.062979999999996,-12.26858
3290,0.0,data0,Difficulties in daily life,E07000243,Stevenage,101.4656,93.50442,109.1139,90.14453,99.34699,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-2.1186099999999897,9.202460000000002
3304,0.0,data0,Difficulties in daily life,E07000244,East Suffolk,96.05129,94.18412,102.2878,94.86616,93.47046,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-2.5808299999999917,-1.3956999999999908
3318,0.0,data0,Difficulties in daily life,E07000245,West Suffolk,107.9005,98.9099,103.5155,103.2968,105.8418,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-2.0586999999999875,2.5450000000000017
3332,0.0,data0,Difficulties in daily life,E07000246,Somerset West and Taunton,87.26608,94.85266,111.8504,94.53291,98.94438,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,11.678299999999993,4.411469999999994
3346,0.0,data0,Difficulties in daily life,E08000001,Bolton,91.72002,89.67148,88.36067,94.61178,91.07052,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,-0.6495000000000033,-3.541259999999994
3360,0.0,data0,Difficulties in daily life,E08000002,Bury,90.85033,94.40281,91.79586,95.10557,97.01543,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,6.165099999999995,1.9098599999999948
