,DATANO,DATACD,DATANM,AREACD,AREANM,time1,time2,time3,time4,time5,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,RGN21CD,RGN21NM,change4,change1
3040,2.0,data2,Mortality,E07000221,Stratford-on-Avon,107.0652,106.9979,110.6562,113.4722,114.7338,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,7.668599999999998,1.2616000000000014
3054,2.0,data2,Mortality,E07000222,Warwick,108.4083,107.6958,107.6378,108.1442,111.429,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,3.020700000000005,3.284800000000004
3068,2.0,data2,Mortality,E07000223,Adur,100.2169,105.343,107.6281,111.7076,109.6631,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,9.446200000000005,-2.0444999999999993
3082,2.0,data2,Mortality,E07000224,Arun,104.7184,103.1698,103.9371,104.0188,103.5776,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-1.1407999999999987,-0.44119999999999493
3096,2.0,data2,Mortality,E07000225,Chichester,107.3087,109.2876,109.2564,112.0107,110.0519,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,2.7432000000000016,-1.9587999999999965
3110,2.0,data2,Mortality,E07000226,Crawley,105.1011,104.6377,104.6837,103.1056,104.6832,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-0.41790000000000305,1.5776000000000039
3124,2.0,data2,Mortality,E07000227,Horsham,112.2548,112.9974,116.6138,116.9402,117.0851,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,4.830299999999994,0.1448999999999927
3138,2.0,data2,Mortality,E07000228,Mid Sussex,111.8562,112.3434,111.3467,113.3901,112.4063,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,0.5501000000000005,-0.9838000000000022
3152,2.0,data2,Mortality,E07000229,Worthing,101.9197,101.9321,103.9897,99.50028,99.97972,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-1.9399800000000056,0.47943999999999676
3166,2.0,data2,Mortality,E07000234,Bromsgrove,103.8776,102.9933,104.7144,105.1445,104.5555,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,0.677899999999994,-0.5889999999999986
3180,2.0,data2,Mortality,E07000235,Malvern Hills,103.9291,107.2273,112.4264,113.683,106.86,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,2.930899999999994,-6.8230000000000075
3194,2.0,data2,Mortality,E07000236,Redditch,97.64386,99.52291,100.6799,99.634,100.8976,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,3.2537399999999934,1.2635999999999967
3208,2.0,data2,Mortality,E07000237,Worcester,92.78429,94.5314,97.62003,100.5266,101.364,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,8.579710000000006,0.8374000000000024
3222,2.0,data2,Mortality,E07000238,Wychavon,111.8865,111.62,110.1119,109.5184,107.0899,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-4.796599999999998,-2.4284999999999997
3236,2.0,data2,Mortality,E07000239,Wyre Forest,98.31875,98.61422,98.60033,101.5531,102.4256,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,4.1068500000000085,0.8725000000000023
3250,2.0,data2,Mortality,E07000240,St Albans,112.3673,113.5448,112.5466,114.2199,113.5653,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,1.1979999999999933,-0.6546000000000021
3264,2.0,data2,Mortality,E07000241,Welwyn Hatfield,104.2767,103.7729,109.1755,106.2599,107.5736,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,3.2968999999999937,1.3136999999999972
3278,2.0,data2,Mortality,E07000242,East Hertfordshire,114.9945,115.1597,114.5185,114.4087,113.9325,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-1.0619999999999976,-0.4761999999999915
3292,2.0,data2,Mortality,E07000243,Stevenage,94.51792,97.28849,95.86594,98.17232,96.97586,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,2.4579399999999936,-1.1964600000000019
3306,2.0,data2,Mortality,E07000244,East Suffolk,106.3717,105.131,106.4215,103.4268,105.9998,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-0.3719000000000108,2.5729999999999933
3320,2.0,data2,Mortality,E07000245,West Suffolk,109.2884,109.6538,110.6253,109.7172,109.4709,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,0.18250000000000455,-0.24630000000000507
3334,2.0,data2,Mortality,E07000246,Somerset West and Taunton,104.7506,103.4362,107.1759,104.9835,107.9371,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,3.1864999999999952,2.9535999999999945
3348,2.0,data2,Mortality,E08000001,Bolton,93.0454,92.65376,90.916,89.21105,88.44871,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,-4.596689999999995,-0.7623399999999947
